machine_type,vibration_mm_s,spindle_current_percent,spindle_temperature_C,acoustic_dba,lubrication_pressure_bar,coolant_temperature_C,active_failure,status
cnc,4,47,28.61,57.22,2.27,25.08,tool_breakage,warning
cnc,2.34,47.88,66.7,97.1,0.85,27.37,lubrication_failure,warning
cnc,4.83,91.87,53.51,102.89,2.38,25.27,tool_breakage,fault
cnc,1.71,26.82,34.14,59.64,2.03,27.62,spindle_bearing_failure,running
cnc,1.46,37.72,37.89,64.46,2.03,25.67,spindle_bearing_failure,running
cnc,1.16,25.57,32.37,55,1.86,27.76,spindle_bearing_failure,running
cnc,3.01,38.55,52.6,82.8,0.96,24.98,lubrication_failure,warning
cnc,3.2,47.94,59.28,78.64,1.91,25.56,spindle_bearing_failure,warning
cnc,2.85,46.08,63.72,90.69,0.95,27.16,lubrication_failure,warning
cnc,6.88,84.16,53.7,102.95,2.01,25.55,tool_breakage,fault
cnc,0.98,46.68,43.08,86.51,1.96,25.99,none,running
cnc,3.66,64.05,62.81,98.09,1.22,26.05,lubrication_failure,warning
cnc,1.24,58.26,40.34,73.44,2.07,27.16,tool_wear,running
cnc,0.81,47.05,41.69,80.57,2.1,24.79,none,running
cnc,1.81,21.59,25.24,55,2.04,26.76,spindle_bearing_failure,running
cnc,0.76,28.54,24.3,55,1.91,27.03,tool_wear,running
cnc,4.87,81.31,47.43,90.12,2.04,27.49,tool_breakage,fault
cnc,3.28,47.93,68.25,94.8,1,24.01,lubrication_failure,warning
cnc,0.9,51.78,47.63,83.5,2.11,24.96,tool_wear,running
cnc,6.28,86.22,46.63,93.02,1.94,25.3,tool_breakage,fault
cnc,0.86,45.19,45.29,82.29,2.03,26.59,none,running
cnc,0.73,38.58,34.95,65.64,2.22,27.88,none,running
cnc,1.15,59.53,47.84,86.77,2.05,26.41,tool_wear,running
cnc,0.84,46.48,46.54,87.85,2.08,24.88,none,running
cnc,1.16,52.63,47.31,77.2,2.01,26.52,tool_wear,running
cnc,2.01,32.82,41.21,57.63,1.47,25.53,lubrication_failure,warning
cnc,3.5,68.57,71.85,99.24,0.86,24.74,lubrication_failure,fault
cnc,0.86,47.2,45.3,91.01,1.94,26.56,none,running
cnc,3.05,43.6,54.33,85.55,1.86,25.34,spindle_bearing_failure,warning
cnc,1.05,55.58,50.12,88.19,1.97,26.57,tool_wear,running
cnc,0.95,46.02,46.01,91.86,1.81,26.87,none,running
cnc,2.91,46.37,68.59,95.36,1.86,25.93,spindle_bearing_failure,warning
cnc,0.8,42.94,40.19,75,2.08,26.35,none,running
cnc,2.75,59.29,55.17,93.84,0.76,26.58,tool_breakage,fault
cnc,0.84,37.69,35.64,73.23,2.23,26.67,none,running
cnc,4.21,44.33,63.51,89.92,2.34,25.7,spindle_bearing_failure,warning
cnc,2.7,44.21,24.85,55,2.11,26.28,lubrication_failure,warning
cnc,2.03,28.11,27.6,55,2.3,27,spindle_bearing_failure,warning
cnc,1.15,52.95,41.94,76.64,1.92,24.73,tool_wear,running
cnc,1.91,57.99,59.21,86.48,1.07,25.92,lubrication_failure,warning
cnc,4.54,62.72,40.61,81.56,2.35,26.19,tool_breakage,fault
cnc,4.17,49.77,53.28,85.73,2.07,25.54,spindle_bearing_failure,warning
cnc,0.68,25.3,23.12,55,1.96,26.35,tool_wear,running
cnc,5.45,77.98,42.82,86.89,2.04,24.91,tool_breakage,fault
cnc,4.79,76.54,49.8,95.99,2.2,25.25,tool_breakage,fault
cnc,3.32,63.63,67.53,93.99,0.94,27.15,lubrication_failure,warning
cnc,1.5,22.39,32.1,55,0.98,25.64,lubrication_failure,warning
cnc,0.74,43.2,40.52,80.13,2.15,26.08,none,running
cnc,3.12,62.39,68.85,94.95,1.97,28.24,spindle_bearing_failure,warning
cnc,2.26,56.13,62.56,88.37,2.11,26.24,spindle_bearing_failure,warning
cnc,7.05,74.95,53.89,100.55,2.23,26.13,tool_breakage,fault
cnc,1.36,54.89,51.57,73.77,1.28,26.48,lubrication_failure,running
cnc,1.21,55.53,48.43,95.17,2.05,26.41,tool_wear,warning
cnc,5.03,78.26,46.31,86.02,2.09,26.13,tool_breakage,fault
cnc,5.55,82.71,52.12,104.49,2.1,25.73,tool_breakage,fault
cnc,5.91,70.27,40.83,89.48,2.11,25.81,tool_breakage,fault
cnc,1.44,53.86,43.04,87.47,2.03,25.74,tool_wear,running
cnc,0.69,38.01,34.87,66.43,2.26,25.07,none,running
cnc,1.78,33.4,43.3,60.99,1.4,25.82,lubrication_failure,running
cnc,1.03,43.47,44.65,78.66,1.99,25.57,tool_wear,running
cnc,1.26,63.03,51.11,92.51,2.14,26.5,tool_wear,warning
cnc,0.75,38.08,35.7,70.82,2.37,26.66,none,running
cnc,3.98,47.8,27.97,59.71,2.1,25.81,tool_breakage,warning
cnc,6.77,80.77,52.74,92,1.99,27.05,tool_breakage,fault
cnc,1.73,55.6,54.22,105.84,2.05,24.86,tool_wear,warning
cnc,1.61,44.05,46.38,83.23,2.16,27.59,tool_wear,running
cnc,1.26,52.63,47.76,90.44,2.03,25.82,tool_wear,running
cnc,0.7,36.09,34.18,64.04,2.06,28.15,none,running
cnc,0.87,45.72,45.61,90.88,2.17,26.26,none,running
cnc,2.38,43.64,51.71,84.46,0.94,26.93,lubrication_failure,warning
cnc,3.5,64.85,67.42,94.57,0.84,25.69,lubrication_failure,warning
cnc,0.73,36.22,36.41,65.9,2.27,23.81,none,running
cnc,3.55,48.11,62.31,85.22,1.96,25.41,spindle_bearing_failure,warning
cnc,1.48,27.67,29.36,55,2.09,25.41,spindle_bearing_failure,running
cnc,1.02,57.92,45.38,81.65,2.14,25.76,tool_wear,running
cnc,1.1,44.84,46.47,77.92,1.79,27.21,tool_wear,running
cnc,4.09,65.58,35.57,63.89,2.15,25.54,tool_breakage,warning
cnc,2.6,51.59,52.31,89.34,2.04,26.53,spindle_bearing_failure,warning
cnc,3.68,53.68,68.24,100.09,2.06,25.65,spindle_bearing_failure,warning
cnc,2.97,55.25,59.43,86.65,2.06,25.33,spindle_bearing_failure,warning
cnc,5.52,80.31,48.57,98.57,2.3,27.51,tool_breakage,fault
cnc,4.89,50.26,31.74,66.64,1.97,24.38,tool_breakage,fault
cnc,1.82,41.48,47.25,69.94,2.08,25.84,spindle_bearing_failure,running
cnc,2.93,55.11,62.26,95.08,2.05,27.08,spindle_bearing_failure,warning
cnc,0.82,42.57,44.94,78.53,2.32,26.69,none,running
cnc,1.98,46.55,48.08,80.18,1.32,26.7,lubrication_failure,running
cnc,0.83,43.67,37.64,77.95,2.27,25.87,none,running
cnc,0.84,42.72,40.03,72.7,1.96,25.84,none,running
cnc,2.04,37.78,48.47,64.35,0.72,26.8,lubrication_failure,fault
cnc,2.62,63.49,77.41,97.47,1.89,25.82,spindle_bearing_failure,fault
cnc,2.7,49.92,61.79,102.55,2.12,26.05,spindle_bearing_failure,warning
cnc,4.39,71.42,48.74,96.61,1.97,24.64,tool_breakage,warning
cnc,5.13,76.92,45.81,86.78,2.36,26.47,tool_breakage,fault
cnc,1.04,43.1,44.67,84.93,2.04,26.59,none,running
cnc,0.83,35.61,33.34,58.17,2.05,25.43,tool_wear,running
cnc,3.46,56.01,62.44,97.03,2.05,25.58,spindle_bearing_failure,warning
cnc,2.67,48.99,66.06,90.61,1.15,26.48,lubrication_failure,warning
cnc,2.86,45.21,55.55,85.88,2.14,26.5,spindle_bearing_failure,warning
cnc,1.18,46.09,44.7,77.34,2.15,27.15,tool_wear,running
cnc,0.99,57.6,44.39,84.11,1.99,26.18,tool_wear,running
cnc,0.94,44.47,40.84,79.31,2.13,26.27,none,running
cnc,2.35,48.66,57.83,97.65,2.19,26.05,spindle_bearing_failure,warning
cnc,2.26,59.27,63.95,93.43,1.14,26.91,lubrication_failure,warning
cnc,0.71,36.61,35.76,69.43,2.15,25.59,none,running
cnc,2.32,49.32,59.48,91.29,2.12,26.53,spindle_bearing_failure,warning
cnc,3.4,52.9,49.1,80.04,2.19,25.45,spindle_bearing_failure,warning
cnc,1.43,38.87,39.52,58.5,0.89,25.83,lubrication_failure,warning
cnc,0.83,40.36,41.62,76.01,2.15,25.44,none,running
cnc,0.89,39.11,39.92,76.84,2,25.16,none,running
cnc,1.4,48.02,43.63,94.03,2.24,27.63,tool_wear,warning
cnc,1.05,48.51,45.41,73.54,2.05,25.99,tool_wear,running
cnc,1.85,39.92,23.58,55,2.23,25.69,tool_breakage,running
cnc,6.23,88.77,53.62,107.34,2.1,25.08,tool_breakage,fault
cnc,3.46,59.28,60.66,101.72,2.23,26.26,spindle_bearing_failure,warning
cnc,1.08,52.03,42.49,73.41,2.09,25.98,tool_wear,running
cnc,3.1,39.45,48.41,74.25,0.82,27.52,lubrication_failure,warning
cnc,3.51,38.71,50.65,77.62,2.22,25.65,spindle_bearing_failure,warning
cnc,0.76,34.41,26.17,55,2.06,27.15,tool_wear,running
cnc,2.33,29.53,43.33,62.8,0.93,24.9,lubrication_failure,warning
cnc,0.71,36.27,37.03,71.78,2.01,26.04,none,running
cnc,2.91,47.2,58.93,89.06,1.93,25.76,spindle_bearing_failure,warning
cnc,4.56,57.36,63.52,98.73,1.93,25.51,spindle_bearing_failure,fault
cnc,1.62,20.26,31.1,55,2,27.11,spindle_bearing_failure,running
cnc,1.87,51.53,56.79,71.39,1.21,25.97,lubrication_failure,running
cnc,2.69,43.65,46.34,81.28,2.12,26.52,spindle_bearing_failure,warning
cnc,5.89,77,48.04,87.99,2.15,24.25,tool_breakage,fault
cnc,0.83,45.82,42.54,79.48,2.08,27.36,none,running
cnc,1.22,54.97,43.5,80.1,2.12,24.29,tool_wear,running
cnc,1.76,67.24,54.14,90.67,1.92,25.57,spindle_bearing_failure,running
cnc,4.44,88.77,50.69,96.39,2.16,25.1,tool_breakage,warning
cnc,1.29,59.09,40.02,79.08,2.16,27.73,tool_wear,running
cnc,1.24,49.59,43.32,76.04,2.41,25.65,tool_wear,running
cnc,0.73,33.82,30.98,55.05,1.97,25.15,tool_wear,running
cnc,1.55,67.67,48.61,88.44,1.94,25.48,tool_wear,running
cnc,6.68,81.81,50.66,102.83,1.96,27.11,tool_breakage,fault
cnc,3.35,41.33,28.99,55.48,2.02,26.07,tool_breakage,warning
cnc,0.6,42.51,37.65,70.3,2,26.26,none,running
cnc,2.03,38.79,23.12,55,2.04,24.64,tool_breakage,warning
cnc,0.75,43.4,42.08,80.85,2.04,26.56,none,running
cnc,0.76,36.5,36.35,67.45,1.98,27.32,none,running
cnc,1.35,56.43,46.86,84.79,2.23,25.88,tool_wear,running
cnc,5.62,77.85,51.55,107.56,2.05,25.43,tool_breakage,fault
cnc,3.09,47.45,44.84,75.5,2.13,26.36,spindle_bearing_failure,warning
cnc,1.63,61.84,47.82,95.84,2.07,25.62,tool_wear,warning
cnc,1.27,66.77,56.55,94.6,2.22,28.21,tool_wear,warning
cnc,1.78,24.03,31,55,2.05,26.26,tool_wear,running
cnc,2.16,53.56,60.38,85.32,2.06,27.39,spindle_bearing_failure,warning
cnc,1.45,55.11,49.02,94.63,1.88,26.66,tool_wear,warning
cnc,1.33,46.23,41.39,82.21,1.94,25.97,tool_wear,running
cnc,4.23,44.37,30.98,60.3,2.23,24.39,tool_breakage,warning
cnc,2.01,57.96,51.13,87.85,1.99,26.02,spindle_bearing_failure,warning
cnc,0.92,45.89,45.64,80.01,1.93,24.76,tool_wear,running
cnc,2.52,53.87,52.33,87.67,0.82,25.13,lubrication_failure,warning
cnc,3.23,45.87,52.82,80.64,1.14,26.4,lubrication_failure,warning
cnc,2.47,56.44,55.35,79.21,0.78,24.81,lubrication_failure,fault
cnc,6.09,84.4,55.25,101.72,2.11,25.55,tool_breakage,fault
cnc,2.96,51.57,70.28,94.96,2.24,25.4,spindle_bearing_failure,fault
cnc,4.87,61.38,34.07,68.29,2.2,27.56,tool_breakage,fault
cnc,1.44,47.98,41.13,85.9,2.12,27.54,tool_wear,running
cnc,1.24,49.03,42.56,77.37,2.27,25.12,tool_wear,running
cnc,3.37,65.44,74.03,99.25,2.21,26.49,spindle_bearing_failure,fault
cnc,3.37,51.54,70.07,99.92,1.28,25.64,lubrication_failure,fault
cnc,2.22,38.38,46.4,82.81,1.22,25.1,lubrication_failure,warning
cnc,7.3,84.1,52.3,99.92,2.21,26.84,tool_breakage,fault
cnc,3.67,53.84,65.9,100.52,2.01,28.24,spindle_bearing_failure,warning
cnc,4.65,84.81,52.47,94.59,2.09,26.72,tool_breakage,fault
cnc,0.37,20.71,23.09,55,1.99,24.01,none,running
cnc,1.65,62.55,48.78,91.16,2.21,25.55,tool_wear,running
cnc,5.12,62.92,44.17,86.04,2.09,26.13,tool_breakage,fault
cnc,3.63,45.33,49.39,78.28,2.05,24.59,spindle_bearing_failure,warning
cnc,0.76,39.4,40.89,78.17,2.14,25.56,none,running
cnc,1.35,58.52,49.53,97.62,1.79,26.41,tool_wear,warning
cnc,1.89,46.64,44.73,73.6,2.19,27.34,spindle_bearing_failure,running
cnc,3.31,60.54,63.23,101.29,1.87,24.52,none,warning
cnc,4.49,85.77,51.81,103.01,2.17,26.23,tool_breakage,warning
cnc,1.17,64.12,50.29,94.08,2.2,27.77,tool_wear,warning
cnc,3.97,43.54,52.11,91.56,2.11,26.44,spindle_bearing_failure,warning
cnc,1.49,45.98,41.72,74.39,2.06,26.01,tool_wear,running
cnc,2.77,40.02,23.8,55,2.12,27.17,tool_breakage,warning
cnc,0.9,29.26,31.78,55,1.05,26.01,lubrication_failure,warning
cnc,3.04,45.46,51.76,84.62,2.2,27.12,spindle_bearing_failure,warning
cnc,0.43,19.43,20,55,2.1,24.85,none,running
cnc,0.66,41.54,36.72,74.11,2.2,25.41,none,running
cnc,2.47,40.82,26.56,55,2.2,25.94,tool_breakage,warning
cnc,2.48,31.53,35.32,55,2.14,25.11,spindle_bearing_failure,warning
cnc,4.71,68.46,46.75,94.09,2.28,26.91,tool_breakage,fault
cnc,5.41,81.42,50.44,98.81,2.02,25.61,tool_breakage,fault
cnc,2.87,52.19,59.34,90.62,1.18,25.79,lubrication_failure,warning
cnc,1.54,69.78,52.7,99.2,2.07,26.64,tool_wear,warning
cnc,0.87,41.95,42.11,79.18,1.84,25.59,none,running
cnc,1.3,47.73,45.09,89.03,1.99,25.04,tool_wear,running
cnc,7.48,85.93,54,110,2.12,23.75,tool_breakage,fault
cnc,0.98,46.12,47.69,93.98,2.2,26.24,none,warning
cnc,3.76,48.53,64.82,97.64,0.94,27.08,lubrication_failure,warning
cnc,0.86,44.4,46.39,90.48,2.13,27.24,none,running
cnc,0.71,42.47,39.54,75.96,1.97,25.19,none,running
cnc,1.67,40.45,35.83,61.74,1.03,26.22,lubrication_failure,warning
cnc,2.34,53.08,59.08,94.39,1.24,26.99,lubrication_failure,warning
cnc,6.85,78.12,52.23,94.71,1.95,27.4,tool_breakage,fault
cnc,4.98,62.14,42.39,72.76,2.06,25.08,tool_breakage,fault
cnc,3.4,56.75,62.9,86.61,2.09,27.78,spindle_bearing_failure,warning
cnc,3.56,46.27,24.98,55,1.96,24.4,tool_breakage,warning
cnc,3.63,36.37,44.5,82.58,2.24,25.94,spindle_bearing_failure,warning
cnc,3.21,50.13,51.61,74.19,2.1,24.7,spindle_bearing_failure,warning
cnc,4.34,78.09,53.41,106.26,2.03,25.26,tool_breakage,warning
cnc,1.33,49.62,51.74,90.48,2.16,25.08,tool_wear,running
cnc,2.78,48.73,61.28,92.52,2.21,27.18,spindle_bearing_failure,warning
cnc,1.98,31.62,39.74,65.34,2.17,26.11,spindle_bearing_failure,running
cnc,2.21,39.35,54.8,80.13,2.03,25.18,spindle_bearing_failure,warning
cnc,0.75,35.4,37.6,70.85,2.06,25.58,none,running
cnc,3.85,54.7,30.8,64.58,2.18,25.44,tool_breakage,warning
cnc,2.29,50.81,58.46,99.65,1.4,25.27,lubrication_failure,warning
cnc,1.38,22.01,29.92,55,1.17,24.71,lubrication_failure,warning
cnc,5.9,65.25,46.53,90.93,2.04,27.1,tool_breakage,fault
cnc,1.5,28.17,36.96,55.05,0.78,25.5,lubrication_failure,fault
cnc,1.16,56.99,53.36,93.11,2.18,23.72,spindle_bearing_failure,warning
cnc,0.5,23,24.52,55,2.25,26.72,none,running
cnc,1.47,61.94,45.3,82.4,2.03,24.74,tool_wear,running
cnc,0.75,40.65,41.19,77.8,2.2,24.52,none,running
cnc,0.96,43.32,45.49,85.83,2.04,26.36,none,running
cnc,1.02,54.63,40.72,78.71,2.02,25.74,tool_wear,running
cnc,3.62,69.51,37.35,77.6,2.12,27.53,tool_breakage,warning
cnc,4.98,85.2,48.07,92.5,2.14,24.97,tool_breakage,fault
cnc,3.49,46.48,27.29,60.1,2.01,25.64,lubrication_failure,warning
cnc,0.44,22.73,23.07,55,1.98,26.94,none,running
cnc,3.64,58.69,32.6,69.76,2.27,26.86,tool_breakage,warning
cnc,3.32,45.25,47.28,80.46,1.8,27.18,spindle_bearing_failure,warning
cnc,1.53,70.75,56.37,93.45,1.79,26.8,tool_wear,warning
cnc,7.14,96.96,52.07,95.79,2.04,26.06,tool_breakage,fault
cnc,0.55,28.43,26.12,55,2.02,26.07,none,running
cnc,3.67,59.93,64.72,94,1.87,24.89,spindle_bearing_failure,warning
cnc,0.55,24.87,25.89,55,2.08,26.14,tool_wear,running
cnc,0.76,39.48,35.28,70.23,1.88,26.98,none,running
cnc,6.55,82.51,45.92,90.75,2.17,27.59,tool_breakage,fault
cnc,5.23,81.66,47.28,97.1,2.23,25.99,tool_breakage,fault
cnc,1.29,66.76,53.82,89.87,1.99,27.21,tool_wear,running
cnc,5.88,75.99,44.6,82.26,2,24.74,tool_breakage,fault
cnc,1.22,50.26,50.12,89.31,2.08,25.92,tool_wear,running
cnc,1.88,52.44,54.99,99.43,0.69,24.8,lubrication_failure,fault
cnc,3.66,44.33,30.78,60.01,1.98,25.71,tool_breakage,warning
cnc,1.91,52.74,60.87,88.32,1.13,24.01,lubrication_failure,warning
cnc,2.81,55.48,66.35,99.81,2.13,24.65,spindle_bearing_failure,warning
cnc,0.82,44.33,43.77,82.78,2,26.82,none,running
cnc,0.6,24.75,20,55,1.86,25.3,tool_wear,running
cnc,3.62,61.55,54.8,91.87,2.26,26.09,spindle_bearing_failure,warning
cnc,1.99,40.48,55.33,83.97,0.97,27.11,lubrication_failure,warning
cnc,1.52,51.49,41.69,79.26,1.86,25.28,tool_wear,running
cnc,0.77,36.04,23.64,55,2.18,26.62,tool_wear,running
cnc,0.93,38.17,32.55,60.68,2.11,26.15,tool_wear,running
cnc,3.67,64.53,41.4,84.56,2.01,25.22,tool_breakage,warning
cnc,2.74,63.52,78.7,102.35,0.93,28.26,lubrication_failure,fault
cnc,2.28,45.59,66.22,97.1,1.27,26.52,none,warning
cnc,2.74,58.32,57.99,86.32,1.94,27.19,spindle_bearing_failure,warning
cnc,1.4,61.09,44.51,86.1,2.19,27.25,tool_wear,running
cnc,1.24,51.68,50.51,85.76,2.07,23.57,tool_wear,running
cnc,5.04,88.87,51.57,108.55,2.01,27.97,tool_breakage,fault
cnc,1.07,48.67,44.26,79.09,2.09,26.13,tool_wear,running
cnc,3.45,48.51,28.38,58.24,2.26,27.47,tool_breakage,warning
cnc,3.22,45.58,24.29,55,1.88,25.17,tool_breakage,warning
cnc,0.79,40.69,39.07,75.59,2.06,25.13,none,running
cnc,1.68,67.61,56.87,97.38,2.2,24.53,tool_wear,warning
cnc,6.52,94.62,58.77,105.86,2.09,26.65,tool_breakage,fault
cnc,3.95,51.04,59.5,81.41,2.26,26.06,spindle_bearing_failure,warning
cnc,4.71,66.5,43.48,84.81,2.06,25.42,tool_breakage,fault
cnc,2.81,46.65,64.79,101.16,2.16,27.79,spindle_bearing_failure,warning
cnc,1.91,54.97,55.63,82.93,1.88,25.57,spindle_bearing_failure,running
cnc,0.95,43.76,45.94,83.43,2.05,25.75,none,running
cnc,0.62,39.69,37.86,78.48,2.37,24.76,none,running
cnc,1.27,49.17,46.82,85.34,2.24,26.47,tool_wear,running
cnc,4.43,57.11,59.13,97.14,2.02,25.87,spindle_bearing_failure,warning
cnc,2.75,43.54,49.32,81.24,1.23,26.55,lubrication_failure,warning
cnc,0.82,38.4,43.28,81.02,1.97,25.08,none,running
cnc,1.48,60.17,47.35,92.57,2.17,25.17,tool_wear,warning
cnc,3.28,61.32,67.64,84.9,0.88,26.07,lubrication_failure,warning
cnc,6.56,72.37,53.33,91.32,2.17,24.48,tool_breakage,fault
cnc,2.09,45.43,51.32,91.23,2.03,24.77,spindle_bearing_failure,warning
cnc,4.82,55.72,54.24,104.03,2.1,24.5,spindle_bearing_failure,fault
cnc,0.78,38.91,37.29,72.25,2.23,25.69,none,running
cnc,1.49,56.83,51.82,93.16,2.14,27.45,tool_wear,warning
cnc,1.59,52.85,57.53,87.98,1.13,25.33,lubrication_failure,warning
cnc,1.79,47.94,47.86,76.65,1.06,27.9,lubrication_failure,warning
cnc,1.68,35.55,47.2,71.49,1.75,24.68,tool_breakage,running
cnc,3.06,57.89,48.44,89.19,0.74,26.03,lubrication_failure,fault
cnc,3.64,51.28,59.54,99.38,2.18,27.67,spindle_bearing_failure,warning
cnc,0.78,41.98,43.14,80.73,2.34,25.78,none,running
cnc,3.06,37.26,56.29,83.94,2.2,26.83,spindle_bearing_failure,warning
cnc,3.65,50,29.36,59.25,2,24.95,tool_breakage,warning
cnc,0.54,33.05,29.26,55.53,2.09,25.87,none,running
cnc,4.2,46.21,70.27,96.41,2.03,24.48,spindle_bearing_failure,fault
cnc,0.73,41.7,37.95,73.27,1.86,24.41,none,running
cnc,2.22,61.81,63.7,81.87,0.91,25.52,lubrication_failure,warning
cnc,2.07,38.13,47.14,56.65,0.93,26.98,lubrication_failure,warning
cnc,3.64,51.38,66.16,104.18,2.18,26.67,spindle_bearing_failure,warning
cnc,3.2,39.16,60.48,84.86,1.9,24.79,spindle_bearing_failure,warning
cnc,3.15,48.73,51.08,73.91,2.21,26.87,spindle_bearing_failure,warning
cnc,2.53,44.74,57.88,86.2,2.06,26.12,spindle_bearing_failure,warning
cnc,4.28,63.81,67.74,100.32,1.95,26.81,spindle_bearing_failure,warning
cnc,1,47.14,36.92,62.28,2.21,25.79,tool_wear,running
cnc,4.11,76.46,49.3,92.33,2.23,25.43,tool_breakage,warning
cnc,0.9,43.2,39.76,76.1,2.06,25.38,none,running
cnc,0.71,36.91,37.47,74.83,2.15,26.45,none,running
cnc,2.3,28.73,33.06,55,2.07,26.4,spindle_bearing_failure,warning
cnc,2.07,45.09,56.56,79.71,1.96,25.74,spindle_bearing_failure,warning
cnc,0.75,34.11,34.92,69.4,2.11,24.53,none,running
cnc,1.27,22.08,24.41,55,1.93,25.86,spindle_bearing_failure,running
cnc,3.34,44.17,44.79,77,1.83,24.55,spindle_bearing_failure,warning
cnc,1.51,60.42,55.92,101.11,2.28,26.71,tool_wear,warning
cnc,1.12,55.89,43.89,82.78,2,26.77,tool_wear,running
cnc,4.43,73.76,44.82,81.91,1.97,26.07,tool_breakage,warning
cnc,2.98,44.99,45.36,80.5,2.27,25.6,spindle_bearing_failure,warning
cnc,1.53,51.49,50.12,98.88,2.03,27.09,tool_wear,warning
cnc,0.63,22.82,22.6,55,2.15,26.66,tool_wear,running
cnc,1.51,52.42,44.84,78.39,1.85,25.31,tool_wear,running
cnc,6.09,69.24,44.26,85.33,2.06,27.33,tool_breakage,fault
cnc,1.38,58.7,46.53,88.46,1.91,25.85,tool_wear,running
cnc,1.31,58.43,52.52,82.75,2.12,26.2,tool_wear,running
cnc,5.23,85.56,55.54,105.93,2.26,24.24,tool_breakage,fault
cnc,7.02,76.66,45.26,90.59,2.03,27.68,tool_breakage,fault
cnc,1.11,35.74,32.13,59.46,0.94,25.5,lubrication_failure,warning
cnc,1.27,56.01,43.13,78.92,1.98,27.29,tool_wear,running
cnc,1.34,59.65,44.38,83.6,1.99,25.02,tool_wear,running
cnc,4.33,54.66,68.69,94.22,2.23,25.29,spindle_bearing_failure,warning
cnc,4.12,81.77,55.02,92.37,2.1,25.6,tool_breakage,warning
cnc,2.39,52,52.05,72.83,2.08,25.25,spindle_bearing_failure,warning
cnc,1.06,43.44,38.33,73.68,2.08,24.06,tool_wear,running
cnc,0.93,38.72,42.56,81.07,2.04,25.1,none,running
cnc,1.68,68.75,53.46,94.6,2.09,25.4,tool_wear,warning
cnc,3.59,53.42,54.2,88.93,1.98,26.05,spindle_bearing_failure,warning
cnc,1.4,27.05,35.64,55,2.08,26.88,spindle_bearing_failure,running
cnc,0.87,40.08,40.98,79.06,2.2,23.91,none,running
cnc,1,21.81,27.52,55,0.96,26.27,lubrication_failure,warning
cnc,3.08,47.89,57.34,88.64,2.12,25.72,spindle_bearing_failure,warning
cnc,3.62,51.26,67.77,105.75,2.11,27.47,spindle_bearing_failure,warning
cnc,4.77,74.84,49.71,94.33,2.02,26.31,tool_breakage,fault
cnc,2.27,49.64,69.31,101.97,2.13,25.7,spindle_bearing_failure,warning
cnc,1.12,48.6,53.98,89.39,2,26.11,tool_wear,running
cnc,0.79,37.27,39.8,78.57,2.16,24.53,none,running
cnc,1.01,53.1,41.49,77.74,1.9,25.11,tool_wear,running
cnc,6.36,76.24,52.82,95.85,2.03,27.11,tool_breakage,fault
cnc,2.67,54.49,54.77,99.67,0.69,25.79,lubrication_failure,fault
cnc,0.92,43.15,46.98,89.16,2.14,25.4,none,running
cnc,3.17,45.81,61.79,94.41,1.85,27.46,spindle_bearing_failure,warning
cnc,2.45,40.56,23.9,55,2.01,25.26,tool_breakage,warning
cnc,2.03,41.41,36.4,66.24,2.18,24.6,spindle_bearing_failure,warning
cnc,1.15,46.46,40.51,78.5,2.09,25.14,tool_wear,running
cnc,2.72,49.94,53.73,88.78,0.92,25.04,lubrication_failure,warning
cnc,2.61,52.28,48.44,77.41,2.06,24.03,spindle_bearing_failure,warning
cnc,2.99,48.46,58.43,79.79,1.29,26.24,lubrication_failure,warning
cnc,4.94,79.31,47.13,100.15,2.33,27.36,tool_breakage,fault
cnc,4.13,76.86,45.36,84.77,1.91,26.9,tool_breakage,warning
cnc,0.44,29.77,27.35,55,2.38,25.8,none,running
cnc,0.72,30.62,27.97,55,2.25,25.94,tool_wear,running
cnc,2.7,63.74,59.84,101.03,2.2,26.69,spindle_bearing_failure,warning
cnc,5.48,84.45,47,95.52,2.04,26.73,tool_breakage,fault
cnc,2.13,44.08,47.44,62.43,0.71,26.26,lubrication_failure,fault
cnc,3.66,67.59,38.7,79.1,2.29,25.96,tool_breakage,warning
cnc,4.59,73.97,46.73,86.55,2.2,26.49,tool_breakage,fault
cnc,1.5,49.29,46.35,80.84,2.06,26.57,tool_wear,running
cnc,2.95,53.25,67.65,103.59,1.4,25.31,lubrication_failure,warning
cnc,1.39,36.82,49.77,80.83,1.07,24.56,lubrication_failure,warning
cnc,0.81,45.11,48.16,86.74,2.07,26.27,none,running
cnc,4.76,55.37,37.09,68.49,2.28,25.64,tool_breakage,fault
cnc,3.56,48.01,67.34,87.72,0.83,25.52,lubrication_failure,warning
cnc,1.15,50.33,47.96,89.52,2.1,24.55,tool_wear,running
cnc,0.93,46.36,44.78,87.73,2.05,26.52,none,running
cnc,0.88,38.97,32.88,55,1.88,27.71,tool_wear,running
cnc,2.08,39.41,44.48,75.91,2.18,25.36,spindle_bearing_failure,warning
cnc,2.76,47.21,72.37,90.32,0.87,26.1,lubrication_failure,fault
cnc,1.52,58.83,51.27,92.03,1.86,25.49,tool_wear,warning
cnc,1.23,62.75,56.25,98.5,1.93,26.86,tool_wear,warning
cnc,2.92,50.83,30.4,57.78,2.05,26,tool_breakage,warning
cnc,2.49,48.01,63.47,89.34,1.22,25.96,lubrication_failure,warning
cnc,1.28,51.86,40.32,76.65,2.12,25.55,tool_wear,running
