machine_type,vibration_mm_s,motor_current_A,bearing_temperature_C,suction_pressure_bar,discharge_pressure_bar,flow_rate_lpm,active_failure,status
pump,1.77,13.39,56.97,1.07,3.56,233.8,none,running
pump,2.71,10.19,59.44,0.94,2.21,186.3,seal_leakage,warning
pump,1.99,13.93,60,0.58,3.08,165.68,cavitation,warning
pump,1.51,19.19,55.6,0.97,2.34,147.47,impeller_damage,warning
pump,2.4,15.72,58.61,0.31,5.46,95.33,clogging,fault
pump,3.05,9.5,87.9,0.14,1.7,19.06,dry_run,fault
pump,1.28,9.77,53.05,0.91,3.84,196.62,none,running
pump,4.67,12.99,81.79,0.08,1.57,29.77,dry_run,fault
pump,3.34,18.71,59.32,0.71,2.27,129.24,impeller_damage,warning
pump,2.19,15.03,52.86,0.89,2.25,209.02,seal_leakage,warning
pump,3.91,7.76,89.56,0.18,1.32,25.13,dry_run,fault
pump,1.84,13.91,64.4,0.89,2.68,143.28,seal_leakage,running
pump,1.43,15.38,56.96,0.9,2.97,163.26,seal_leakage,running
pump,4.23,14.57,86.87,1.17,4.53,222.24,bearing_failure,fault
pump,3,16.52,68.36,0.9,4.27,189.04,bearing_failure,warning
pump,4.95,11.71,65.56,0.32,2.12,179.08,cavitation,fault
pump,1.76,12.99,72.43,1.09,3.62,210.08,bearing_failure,warning
pump,1.24,14.49,48.46,0.95,2.79,184.98,seal_leakage,running
pump,0.83,13.6,51.88,0.95,2.62,149.23,seal_leakage,running
pump,1.34,12.29,60.24,0.92,3.66,165.5,seal_leakage,running
pump,2.33,18.93,50.5,0.78,3.2,254.27,bearing_failure,warning
pump,1.44,14.82,82.58,0.25,0.81,5.17,dry_run,fault
pump,1.41,12.1,48.78,0.94,4.61,249.45,none,running
pump,2.24,16.1,61.98,0.97,1.51,189.03,impeller_damage,fault
pump,1.66,16.64,48.87,1.14,3.42,146.84,seal_leakage,warning
pump,1.25,13.16,63.42,0.87,2.95,136.44,seal_leakage,running
pump,2.54,17.6,68.15,0.93,4.99,116.64,clogging,warning
pump,3.31,15.13,53.75,0.1,3.5,142.23,cavitation,fault
pump,1.45,19.75,67.77,0.8,5.67,127.53,clogging,warning
pump,1.58,14.94,36.54,1.03,4.21,207.74,bearing_failure,running
pump,2.08,20.16,63,0.4,4.08,62.44,clogging,fault
pump,1.24,19,68.2,0.59,6.15,91.51,clogging,warning
pump,1.63,14.43,49.94,1.03,3.93,260.48,none,running
pump,1.07,12.38,62.43,0.93,3.77,192.68,seal_leakage,running
pump,3.43,14.28,70.14,1.16,4.03,219.23,bearing_failure,warning
pump,2.35,15.67,67.09,0.49,4.37,140.24,clogging,fault
pump,1.52,18.36,73.3,0.64,5.87,146.72,bearing_failure,warning
pump,1.54,15.17,54.56,1.01,4.46,211.53,none,running
pump,1.91,10.7,56.11,1.15,3.44,163.28,seal_leakage,running
pump,2.5,14.73,66.36,0.7,2.98,94.09,impeller_damage,warning
pump,2.45,14.67,54.23,1.04,2.66,182.76,seal_leakage,warning
pump,3.25,12.36,64.77,0.75,2.35,105.71,cavitation,warning
pump,1.68,10.82,92.08,0.08,0.92,33.54,dry_run,fault
pump,1.95,15.26,52.63,1.05,4.1,137.32,seal_leakage,running
pump,1.63,14.39,71.01,0.94,4.47,188.91,bearing_failure,warning
pump,2.28,22.74,72.44,0.62,5.56,59.15,clogging,fault
pump,1.85,21.1,72.87,0.47,6.67,74.22,clogging,fault
pump,1.42,12.02,54.37,1.15,3.84,142.58,seal_leakage,running
pump,2.03,14.39,58.28,1.13,2.43,198.37,bearing_failure,warning
pump,2.33,9.7,57.52,1.22,3.57,147.82,seal_leakage,warning
pump,2.4,13.61,72.73,0.38,0.86,7.01,dry_run,fault
pump,2.19,13.03,95,0.44,0.19,9.86,dry_run,fault
pump,3.02,9.47,76,0.14,1.46,47.37,dry_run,fault
pump,0.85,19.53,68.71,0.84,5.92,67.51,clogging,fault
pump,5.63,14.34,63.66,0.24,3.18,143.46,cavitation,fault
pump,1.61,13.41,51.04,1.3,3.67,191.94,none,running
pump,1.82,11.89,67.37,0.84,2.53,136.15,impeller_damage,warning
pump,2.69,14.2,65.44,1.05,2.51,102.05,impeller_damage,warning
pump,1.78,21.59,72.6,0.75,6.32,82.52,clogging,fault
pump,1.9,11.47,55.03,1.2,3.2,128.94,seal_leakage,running
pump,2.4,14.66,82.42,1.1,3.72,188.65,bearing_failure,fault
pump,4.49,12.02,69.08,0.43,2.76,142.88,cavitation,fault
pump,1.44,15.68,54.89,0.77,2.07,194.06,seal_leakage,warning
pump,2.59,13.61,93.72,0.12,1.6,57.86,dry_run,fault
pump,2.42,15.9,61.56,0.57,1.99,106.6,cavitation,warning
pump,2.91,17.39,65.35,0.83,1.47,101.37,impeller_damage,fault
pump,2.57,10.34,71.27,0.52,0.31,20.34,dry_run,fault
pump,1.94,17.71,65.15,0.71,4.95,52.04,clogging,fault
pump,3.03,10.63,57.42,0.71,3.17,168.61,cavitation,warning
pump,3.27,12.71,60.85,0.26,2.66,145.38,cavitation,fault
pump,3.09,14.01,54.88,0.46,3.16,90.69,cavitation,fault
pump,1.74,11.54,56.66,0.9,4.42,186.85,none,running
pump,1.5,11.96,57,1.16,3.89,267.63,none,running
pump,2.88,11.95,67.92,0.86,2.46,104.34,impeller_damage,warning
pump,2.63,10.96,58.38,0.78,2.97,99.97,impeller_damage,warning
pump,1.03,14.78,78.7,0.91,4.93,79.31,clogging,fault
pump,0.89,12.86,59.61,1.13,3.28,144.45,seal_leakage,running
pump,1.09,11.66,57.66,0.91,4.58,217.56,none,running
pump,1.36,13.72,50.81,1.25,4.59,241.33,none,running
pump,4.19,11.73,91.56,0.39,0.97,43.29,dry_run,fault
pump,2.13,13.66,71.49,1.02,3.91,155.4,bearing_failure,warning
pump,1.99,15.02,57.28,0.67,1.34,149.25,impeller_damage,fault
pump,2.29,22.37,73.28,0.74,6.27,150.68,clogging,fault
pump,2.11,15.76,38.41,1.03,3.66,205.11,bearing_failure,warning
pump,2.96,12.74,56.62,1.1,2.28,125.74,impeller_damage,warning
pump,3.6,18.92,73.02,0.42,5.97,105.02,clogging,fault
pump,2.7,18.93,59.61,0.72,2.71,201.02,cavitation,warning
pump,1.7,16.67,61.75,0.96,1.61,159.93,impeller_damage,fault
pump,4.47,12.55,56.19,0.43,3.26,172.85,cavitation,fault
pump,1.69,15.63,75.25,0.73,6.24,137.9,clogging,fault
pump,3.51,12.16,70.7,0.4,1.54,71.18,dry_run,fault
pump,2.7,11.17,55.74,1.06,3.23,152.23,impeller_damage,warning
pump,2.26,15.64,55.03,0.68,2.25,123.75,cavitation,warning
pump,2.98,15.39,55.03,0.31,2.18,137.86,cavitation,fault
pump,2.08,15.24,67.26,0.99,2.34,98.55,impeller_damage,warning
pump,2.6,13.56,69.62,0.01,1.67,53.21,dry_run,fault
pump,1.41,14.7,53.12,0.94,3.23,173.87,seal_leakage,running
pump,1.85,10.65,51.09,1.15,3.95,194.12,none,running
pump,1.23,14.01,62.83,1.12,2.37,147.26,seal_leakage,warning
pump,1.82,10.14,82.52,0.11,1.26,78.77,dry_run,fault
pump,1.55,13.6,54.93,1.15,3.63,253.28,none,running
pump,2.17,17.6,58.37,0.63,2.77,84.73,cavitation,warning
pump,1.22,10.81,50.04,1.1,4.06,184.92,none,running
pump,0.95,10.99,59.33,1.02,2.96,174.37,seal_leakage,running
pump,1.12,18.29,73.25,0.47,6.31,53.92,clogging,fault
pump,3.77,14.78,81.81,0.22,0.47,31.13,dry_run,fault
pump,3.18,17.98,75.33,0.59,5.59,59.75,clogging,fault
pump,2.19,11.93,74.27,0.14,0.85,71.77,dry_run,fault
pump,2.4,14.76,67,0.76,2.48,67.76,impeller_damage,fault
pump,1.64,14.63,47.71,1.07,3.75,207.97,bearing_failure,running
pump,1.52,15.51,54.29,1.01,4.41,238.7,none,running
pump,1.37,12.68,55.7,0.87,4.58,240.5,none,running
pump,3.29,8.94,84.47,0.06,1.01,34.91,dry_run,fault
pump,3.02,12.79,67.14,1.04,2.07,91.07,impeller_damage,warning
pump,4.01,14.03,58.58,0.67,2.2,153.37,cavitation,fault
pump,2.33,14.24,55.7,0.93,3.9,133.88,cavitation,warning
pump,1.96,11.95,81.27,0.2,1.22,70.02,dry_run,fault
pump,0.9,12.64,49.25,1.19,4.01,226.6,none,running
pump,1.91,15.94,56.3,0.76,1.85,165.52,impeller_damage,warning
pump,2.74,11.9,48.42,0.84,3.67,163.89,seal_leakage,warning
pump,1.34,10.91,52.27,1.28,4.48,203.13,none,running
pump,3.75,7.9,87.66,0.3,0.05,32.18,impeller_damage,fault
pump,5.05,10.83,73.84,0.09,1.2,0,dry_run,fault
pump,1.68,11.12,49.31,0.97,4.45,209.45,none,running
pump,2.08,12.82,76.22,0.12,0.2,24.55,dry_run,fault
pump,3.35,10.82,91.94,0.35,0.14,49.64,dry_run,fault
pump,1.47,11.88,56.15,1.15,3.71,190.7,none,running
pump,1.55,22.28,65.91,0.8,4.6,137.24,clogging,fault
pump,1.67,10.44,58.01,1.04,4.71,190.56,none,running
pump,1.4,15.5,29.83,1.04,4.26,188.73,bearing_failure,running
pump,0.61,11.64,61.47,0.99,3.28,152.04,seal_leakage,running
pump,3.59,19.5,62.55,0.54,4.49,66.95,clogging,fault
pump,1.06,13.48,61.57,1.17,4.1,213.24,none,running
pump,2.2,20.47,65.78,0.79,2.49,111.28,impeller_damage,fault
pump,1.14,26.5,62.18,0.9,5.43,115.82,clogging,fault
pump,4.38,11.9,83.48,0.16,1.57,20.55,dry_run,fault
pump,4.12,10.63,60.5,0.41,2.12,183.63,cavitation,fault
pump,2.84,18.33,64.93,0.93,2.73,174.95,impeller_damage,warning
pump,2.83,11.83,68.09,0.35,2.9,158.17,cavitation,fault
pump,3.76,15.16,65.76,1.18,4.2,206.8,bearing_failure,fault
pump,2.93,16.82,57.01,0.24,3.33,111.02,cavitation,fault
pump,1.19,12.45,54.47,1.13,3.88,224.79,none,running
pump,1.85,15.18,65.19,0.63,2.9,100.94,cavitation,warning
pump,1.89,13.5,52.09,0.57,3.57,54.11,cavitation,fault
pump,0.87,12.99,51.52,0.9,3.3,198.71,seal_leakage,running
pump,1.48,11.89,58.53,1.21,4.59,235.56,none,running
pump,3.07,14.2,68.15,0.22,3.04,145.62,cavitation,fault
pump,0.96,19.35,26.2,1,3.63,228.84,bearing_failure,warning
pump,3.27,14.19,61.88,0.59,2.44,173.77,cavitation,warning
pump,4.18,10.85,82.24,0.11,1.4,42.32,dry_run,fault
pump,1.7,9.88,57.96,0.92,4.19,186.8,none,running
pump,2.81,14.4,55.41,0.77,2.74,126.8,impeller_damage,warning
pump,2.03,11.93,67.52,0.77,1.75,136.31,impeller_damage,fault
pump,3.14,15.31,72.08,1.12,2.14,107.8,impeller_damage,warning
pump,5.21,11.8,88.6,0.22,0.85,26.53,dry_run,fault
pump,1.23,19.72,67.99,0.95,2.07,161.19,impeller_damage,warning
pump,2.82,15.01,68.89,0.93,4.36,218.03,bearing_failure,warning
pump,4.21,10.27,68.15,0.36,1.13,12.36,dry_run,fault
pump,1.35,17.36,57.44,0.62,6.19,122.97,clogging,warning
pump,1.66,12.25,54.24,1,3.9,225.52,none,running
pump,1.58,21.73,61.31,1.03,4.47,137.37,impeller_damage,fault
pump,1.87,10.5,69.07,0.93,4.18,186.47,bearing_failure,warning
pump,2.72,18.13,59.18,0.73,3.05,163.28,impeller_damage,warning
pump,1.36,12.05,42.22,1.13,4.36,194.28,bearing_failure,running
pump,5.26,7.56,68.62,0.12,1.74,37.09,dry_run,fault
pump,3.8,13.57,74.8,0.35,0.09,47.71,dry_run,fault
pump,1.37,10.29,61.01,0.99,4.62,215.91,none,running
pump,2.37,11.66,58.68,0.7,3.97,152.51,cavitation,warning
pump,5.2,13.96,64.15,0.56,3.76,161.36,cavitation,fault
pump,2.3,14.18,59.12,0.84,3.51,208.48,seal_leakage,warning
pump,3.52,15.38,77.54,1.01,3.77,231.86,bearing_failure,fault
pump,1.4,18.78,53.26,0.76,1.58,140.93,impeller_damage,fault
pump,1.9,17.18,73.5,0.65,5.7,112.16,clogging,warning
pump,1.22,16.12,53.91,0.99,4.43,235.16,none,warning
pump,3.28,18.08,54.88,1.09,2.99,104.93,impeller_damage,warning
pump,3.26,18.42,63.87,0.86,4.02,235.92,bearing_failure,warning
pump,1.79,11.66,52.64,1.06,4.63,194.7,none,running
pump,1.11,13.22,51.39,0.88,3.89,202.48,none,running
pump,5.12,13.24,79.43,0,1.26,12.37,dry_run,fault
pump,2.21,15.45,69.72,0.9,4.4,227.67,cavitation,warning
pump,1.61,12.9,55.85,0.92,4.5,215.77,none,running
pump,1.28,20.33,71.32,0.8,5.27,57.9,clogging,fault
pump,2.76,18.53,72.25,0.43,5.69,144.04,clogging,fault
pump,2.08,9.02,70.61,0.39,1.6,23.24,dry_run,fault
pump,2.65,12.38,87.84,1.06,3.59,203.09,seal_leakage,fault
pump,3.06,12.13,52.77,0.11,2.82,131.09,cavitation,fault
pump,1.93,14.17,61.68,0.9,1.46,100.88,impeller_damage,fault
pump,1.63,12.59,69.41,0.16,2.07,161.86,cavitation,fault
pump,1.02,9.68,55.36,1.17,3.77,189,none,running
pump,3.43,10.94,54.79,0.24,3.05,92.65,cavitation,fault
pump,1.91,8.72,78.84,0.09,1.6,69.87,dry_run,fault
pump,3.38,15.86,58.23,0.66,2.65,169.23,cavitation,warning
pump,1.89,15.29,50.93,1.03,3.17,192.72,seal_leakage,running
pump,1.13,7.26,82.08,0.15,1.89,19.92,dry_run,fault
pump,1.06,16.08,59.49,1.12,3.44,151.81,seal_leakage,warning
pump,2.8,12.21,64.66,0.24,3.41,134.6,cavitation,fault
pump,2.18,13.96,52.92,0.92,2.07,150.23,cavitation,warning
pump,2.77,9.81,69.26,0.16,1.34,15.58,dry_run,fault
pump,2.19,21.63,73.84,0.54,4.85,85.68,clogging,fault
pump,2.86,18.98,73.01,0.85,2.91,85.84,impeller_damage,warning
pump,1.63,10.33,57.22,0.96,4.2,179.82,none,running
pump,1.79,16.94,46.8,0.97,4.01,221.3,bearing_failure,warning
pump,2.68,18.1,62.59,0.83,6.13,77.42,clogging,fault
pump,3.34,12.61,91.18,0.44,0.32,61.5,dry_run,fault
pump,3.06,7.49,83.18,0.32,1.35,18.4,dry_run,fault
pump,2.07,10.17,80.38,0.1,1.03,46.06,dry_run,fault
pump,1.72,16.12,76.64,0.53,4.22,53.03,clogging,fault
pump,1.63,11.58,51.38,1.14,3.16,122.55,seal_leakage,running
pump,1.38,19.23,71.55,0.96,6.67,118.43,clogging,warning
pump,2.38,5.87,91.46,0.38,0,48.16,dry_run,fault
pump,2.37,16.23,66.7,0.99,3.97,208.86,bearing_failure,warning
pump,3.56,17.69,78.82,0.87,3.52,228.13,bearing_failure,fault
pump,1.01,20.25,68.1,0.38,5.66,106.47,clogging,fault
pump,1.75,10.68,52.45,1.12,2.32,151.98,seal_leakage,warning
pump,1.37,9.72,58.8,1.16,3.49,158.87,seal_leakage,running
pump,1.85,12.7,61.52,0.87,2.98,119.52,seal_leakage,warning
pump,2.02,13.63,72.23,0,1.85,26.63,dry_run,fault
pump,1.89,17.57,66.47,0.61,4.52,73.49,clogging,fault
pump,2.04,16.51,51.28,1.12,4.3,237.13,bearing_failure,warning
pump,3,17.86,69.61,0.79,1.95,85.32,impeller_damage,warning
pump,2.98,14.61,56.03,0.75,2.78,165.15,cavitation,warning
pump,4.19,13.15,59.46,0.21,2.22,190.72,cavitation,fault
pump,2.08,14.21,62.27,0.63,3.28,162.06,cavitation,warning
pump,2.02,12.66,79.58,0.38,1.33,56.52,dry_run,fault
pump,5.17,13.69,56.67,0.1,3.5,144.53,cavitation,fault
pump,1.27,14.31,55.05,0.88,4.1,226.71,none,running
pump,2.65,11.56,68.33,0.36,1.19,19.22,dry_run,fault
pump,1.6,15.84,62.67,1.11,3.65,134.5,seal_leakage,running
pump,2.87,14.25,60.07,1.14,3.14,131.79,impeller_damage,warning
pump,4.99,13.36,63.63,0.59,2.82,162.73,cavitation,fault
pump,3.56,17.25,56.2,0.6,2.08,83.43,cavitation,fault
pump,1.44,14.54,57.54,1.25,4.57,217.23,none,running
pump,1.57,8.57,72.5,0.26,1.5,18.57,dry_run,fault
pump,1.62,11.59,53.57,0.96,3.1,183.5,seal_leakage,running
pump,2.61,19.31,60.97,0.82,2.92,91.14,impeller_damage,warning
pump,1.28,11.92,58.29,0.91,3.61,154.08,seal_leakage,running
pump,1.34,12.45,53.85,0.98,4.6,177.7,none,running
pump,2.34,10.39,75.97,0,0.89,33.29,dry_run,fault
pump,1.74,11.77,60.37,0.91,3.79,279.49,none,running
pump,1,13.67,52.9,1.12,3.59,236.69,none,running
pump,3.59,11.53,68.9,0.32,0.63,28.64,dry_run,fault
pump,2.81,9.76,78.96,0.4,0.72,54.06,dry_run,fault
pump,4.28,12.07,62.89,0.78,2.95,178.63,cavitation,fault
pump,1.59,15.51,33.52,1.01,3.7,208.02,bearing_failure,running
pump,1.86,17.16,63.56,0.88,3.01,133.82,impeller_damage,warning
pump,2.94,15.33,70.56,0.66,1.42,165.9,impeller_damage,fault
pump,4.32,13.91,56.54,0.65,3.35,192.61,cavitation,fault
pump,1.52,12.46,78.51,0.2,0.44,7.7,dry_run,fault
pump,2.35,17.85,53.66,0.3,3.79,153.25,cavitation,fault
pump,1.17,12.05,58.43,0.91,4.2,197.82,none,running
pump,1.78,12.6,58.89,0.99,2.55,157.46,seal_leakage,running
pump,1.95,19.68,56.09,0.69,4.5,133.8,clogging,warning
pump,3,14.61,80.43,0,0.66,30.61,dry_run,fault
pump,1.73,17.85,50.54,0.98,4.25,231.51,bearing_failure,warning
pump,1.08,9.49,61.5,1.14,2.57,158.44,seal_leakage,running
pump,1.76,13.3,51.51,1.05,3.82,207.37,none,running
pump,3.19,15.03,61.92,0.48,2.67,91.18,cavitation,fault
pump,2.28,18.29,71.44,0.42,5.9,113.62,clogging,fault
pump,1.88,15.88,70.46,0.12,2.92,170.8,cavitation,fault
pump,1.41,12.33,57.2,1.14,2.49,167.65,seal_leakage,warning
pump,1.75,11.16,79.47,0.34,0.17,48.85,dry_run,fault
pump,5.14,9.57,59.23,0.54,2.17,131.12,cavitation,fault
pump,4.28,13.44,83.78,0,0.95,73.09,dry_run,fault
pump,2.3,13.69,63.03,0.93,2.85,167.87,impeller_damage,warning
pump,5.18,16.44,66.68,1.04,2.75,149.24,cavitation,fault
pump,2.55,26.84,64.97,0.6,4.6,136.58,clogging,fault
pump,2.89,17.1,52.57,1.07,3.54,229.23,bearing_failure,warning
pump,2.26,17.96,63.54,1.11,2.13,147.89,impeller_damage,warning
pump,3.32,14.95,66.16,1.02,3.99,200.03,bearing_failure,warning
pump,1.4,13.08,60.22,1.02,3.75,250.65,none,running
pump,2.56,23.78,62.96,0.81,6.38,104.88,clogging,fault
pump,3.31,13.63,54.74,0.78,2.33,112.8,cavitation,warning
pump,1.6,10.83,57.14,0.77,3.43,151.24,cavitation,warning
pump,1.12,10.38,55.25,1.27,4.37,228.11,none,running
pump,1.46,8.07,85.03,0.04,0.8,0,dry_run,fault
pump,1.35,14.07,53.89,1.01,4.22,241.6,none,running
pump,2.31,7.85,81.56,0.33,1.65,48.97,dry_run,fault
pump,1.5,14.26,44.17,0.93,4.48,195.35,bearing_failure,running
pump,2.53,11.4,67.51,0.7,1.61,128.39,impeller_damage,fault
pump,2.83,12.66,63.58,0.5,3.81,158.71,cavitation,warning
pump,2.24,7.96,73.22,0.4,1.19,78.24,dry_run,fault
pump,2.41,19.42,66.11,0.88,5.68,80.88,clogging,warning
pump,2.17,13.61,80.9,0.03,1.58,18.84,dry_run,fault
pump,2.26,16.57,61.31,0.81,1.71,119.83,impeller_damage,fault
pump,2.79,17.06,70.97,1,5.33,49.35,clogging,fault
pump,2.77,18.25,75.69,0.8,6.19,125.07,clogging,fault
pump,1.78,11.95,55.74,1.13,2.76,165.26,seal_leakage,running
pump,3.65,14.38,54.41,0.69,1.85,123.15,cavitation,fault
pump,1.88,14.77,67.2,0.86,4.15,217.48,bearing_failure,warning
pump,3.96,13.4,62.36,0.67,2.34,175.09,cavitation,fault
pump,2.42,13.91,53.99,1.03,4.04,250.37,bearing_failure,warning
pump,1.67,21.08,63.47,0.36,5.63,36.53,clogging,fault
pump,1.28,12.34,57.76,0.89,4.22,229.5,none,running
pump,1.5,14.07,56.06,1.05,4.03,240,none,running
pump,2.73,10.22,92.67,0.12,0.41,52.7,dry_run,fault
pump,3.18,18.11,68.17,1.24,4,199.86,bearing_failure,warning
pump,1.2,16.49,57.97,0.95,2.61,96.06,impeller_damage,warning
pump,1.85,12.47,53.73,0.92,4.58,184.32,none,running
pump,1.58,21.24,57.64,0.65,6.55,49.78,clogging,fault
pump,1.12,12.87,62.16,0.56,2.28,172.44,cavitation,warning
pump,1.88,12.6,49.12,1.15,3.52,144.15,seal_leakage,running
pump,4.33,14.53,68.96,0.65,2.84,144.66,cavitation,fault
pump,1.07,18.67,65.38,0.9,1.7,136.76,impeller_damage,fault
pump,3.23,14.14,61.32,1.17,3.85,196.23,bearing_failure,warning
pump,1.49,16.83,58.65,1.07,2.93,171.25,impeller_damage,warning
pump,3.71,17.88,68.28,0.89,4.28,232.45,bearing_failure,fault
pump,2.26,17.49,58.83,0.28,3.47,163.89,cavitation,fault
pump,3.05,8.99,77.55,0.39,0.05,48.24,dry_run,fault
pump,3.58,12.28,69.44,0.92,4.44,258.49,bearing_failure,fault
pump,1.6,12.75,61.34,1.07,1.97,151.29,seal_leakage,warning
pump,2.06,13.4,69.47,0.29,0.81,34.47,dry_run,fault
pump,1.23,14.29,49.58,0.98,4.2,242.89,none,running
pump,2.26,14.94,58.71,1.07,2.24,197,seal_leakage,warning
pump,3.79,10.82,59.15,0.7,2.96,141.38,cavitation,fault
pump,3.49,16.72,62.19,0.82,3.65,149.33,cavitation,warning
pump,2.74,14.13,66.54,0.35,0.47,35.52,dry_run,fault
pump,1.68,13.23,56.06,1,2.01,110.05,impeller_damage,warning
pump,1.1,12.96,54.06,1.18,4.18,242.07,none,running
pump,0.81,16.39,60.56,0.92,5.23,145.05,clogging,warning
pump,1.6,11.12,60.88,1.09,2.89,145.88,seal_leakage,running
pump,2.6,14,54.41,1.13,3.82,199.03,bearing_failure,warning
pump,2.42,18.69,70.96,0.36,6.05,157.16,clogging,fault
pump,2.57,12.96,74.29,0.61,5.57,60.37,clogging,fault
pump,1.13,13.99,53.23,0.94,3.1,207.41,seal_leakage,running
pump,2.67,25.1,68.08,0.8,5.18,146.27,clogging,fault
pump,1.27,12,59.07,0.76,2.11,147.78,seal_leakage,warning
pump,2.12,17.57,43.15,0.91,4.09,177.69,bearing_failure,warning
pump,1.56,12.11,54.45,0.07,2.41,191.49,cavitation,fault
pump,2.14,22.98,69.64,0.62,6.87,79.67,clogging,fault
pump,4.13,12.45,58.79,0.37,3.06,120.13,cavitation,fault
pump,3.49,16.96,58.5,0.83,2.17,92.46,cavitation,warning
pump,2.26,15.08,64.56,1.14,1.8,134.78,impeller_damage,warning
pump,1.9,16.04,57.21,0.89,3.26,198.71,seal_leakage,warning
pump,4.27,15.49,64.71,0.64,3.17,112.35,cavitation,fault
pump,1.86,23.49,65.88,0.34,5.33,115.66,clogging,fault
pump,2.69,13.65,76.8,0.89,3.66,197.56,bearing_failure,fault
pump,1.4,13.18,51.88,1.1,4.67,235.99,none,running
pump,3.07,14.64,68.36,0.89,4.4,267.4,bearing_failure,warning
pump,2.89,14.1,66.73,0.35,2.5,132.68,cavitation,fault
pump,1.04,12.78,52.03,1.22,4.17,223.23,none,running
pump,1.83,15.21,65.76,0.96,3.13,105.23,impeller_damage,warning
pump,3.42,13.9,80.3,0.33,0.24,0,dry_run,fault
pump,3.77,14.8,62.15,0.89,3.84,173.1,bearing_failure,fault
pump,0.65,16.04,63.09,0.92,3.31,194.5,seal_leakage,warning
pump,2.22,15.23,62.23,1.14,3.61,231.48,bearing_failure,warning
pump,1.55,13.04,53.76,1.21,3.73,211.78,none,running
pump,1.26,12.25,50.83,1.12,4.4,233.46,none,running
pump,4.43,15.34,55.43,0.15,2.53,133.42,cavitation,fault
pump,2.64,12.85,58.51,0.29,1.96,181.15,cavitation,fault
pump,3.58,12.19,89.8,0.17,0.69,13.26,dry_run,fault
pump,2.28,15.47,73.12,0.39,1.01,0,dry_run,fault
pump,2.98,7.21,66.12,0.31,1.31,36.08,none,fault
pump,1.56,16.35,63.97,0.96,1.8,159.52,clogging,warning
pump,2.06,14.15,58.03,1.07,3.82,141.24,seal_leakage,warning
pump,1.54,12.06,53.99,0.95,3.48,161.64,seal_leakage,running
pump,2.38,10.17,29.51,0.79,3.58,169.2,bearing_failure,warning
pump,2.35,11.54,57.27,0.73,3.1,188.72,cavitation,warning
pump,1.55,12.47,80.62,0.11,0.15,61.87,dry_run,fault
pump,2.89,20.15,69.41,0.41,5.21,109.53,clogging,fault
pump,1.63,10.55,61.34,1.15,3.87,162.14,none,running
pump,2.56,15.35,69.32,0.98,3.37,180.3,bearing_failure,warning
pump,2.28,8.61,82,0.18,1.11,57.06,dry_run,fault
pump,2.79,16.42,54.76,0.4,3.83,151.6,cavitation,fault
pump,2.19,15.87,59.14,0.64,1.33,142.9,impeller_damage,fault
pump,1.67,12.49,49.46,0.99,3.61,248.24,none,running
pump,0.79,13.25,64.47,0.81,1.49,146.15,impeller_damage,fault
pump,1.16,10.02,50.31,1.05,4.27,197.97,none,running
pump,2.12,12.95,58.71,0.98,3.56,194.86,seal_leakage,warning
pump,3.03,12.47,82.05,0.18,0.58,7.24,dry_run,fault
pump,2.11,13.3,70.39,0.74,2.11,90.28,impeller_damage,warning
pump,1.99,14.79,67.1,0.81,1.89,106.58,impeller_damage,warning
pump,1.1,12.02,53.75,1.05,4.18,269.7,none,running
pump,3.32,12.95,61.58,1.02,3.88,185.77,bearing_failure,warning
pump,3.84,9.13,81.47,0.43,1.19,42.62,dry_run,fault
pump,1.39,19.39,70.28,0.54,5.48,67.19,clogging,fault
pump,1.69,12.81,50.78,1.42,4.79,224.83,none,running
pump,1.31,14.76,49.47,0.97,3.93,275.69,none,running
pump,2.71,17.11,66.6,1.06,2.16,137.23,impeller_damage,warning
pump,1.79,12.25,52.97,1.11,4.05,201.89,none,running
pump,1.84,13.3,72.9,0.18,0.57,42.96,dry_run,fault
pump,1.41,15.74,56.04,0.99,2.05,188.17,clogging,warning
pump,1.69,12.45,65.96,0.83,3.1,143.3,seal_leakage,warning
pump,1.74,13.45,60.48,0.87,2.51,165.11,seal_leakage,running
pump,3.47,15.15,74.43,0.4,0.89,59.04,dry_run,fault
pump,1.49,13.96,51.1,1.23,4.46,234.77,none,running
pump,2.78,14.42,70.22,0.6,2.78,144.65,cavitation,warning
pump,2.06,14.75,54.61,0.56,6.55,39.93,clogging,fault
pump,1.84,16.53,73.21,0.54,5.01,137.46,clogging,warning
pump,0.69,9.69,51.28,0.89,3.58,188.77,none,running
pump,3.16,12.9,61.81,1.15,1.68,191.37,impeller_damage,fault
pump,3.3,16.75,60.1,0.45,3.23,177.75,cavitation,fault
pump,1.67,14.46,69.49,1.07,3.99,173.23,bearing_failure,warning
pump,1.49,10.36,57.49,1.12,3.81,232.62,none,running
pump,1.36,13.8,70.51,0.79,1.89,109.41,impeller_damage,warning
pump,2.69,12.6,64.97,0.11,0.37,23.77,dry_run,fault
pump,1.86,16,55.39,0.96,4.59,233.71,none,running
pump,1.1,11.88,66.82,0.45,1.06,2.1,dry_run,fault
pump,3.27,14.06,62.46,0.32,2.14,191.25,cavitation,fault
pump,3.05,13.27,60.8,0.5,2.95,117.45,cavitation,warning
pump,1.56,16.69,55.96,1.11,1.99,130.74,impeller_damage,warning
