machine_type,vibration_mm_s,spindle_current_percent,spindle_temperature_C,acoustic_dba,lubrication_pressure_bar,coolant_temperature_C,active_failure,status
cnc,0.84,40.23,41.19,76.94,1.85,25.32,none,running
cnc,4.81,55.43,65.98,90.42,1.98,25.09,spindle_misalignment,fault
cnc,1.51,107.09,73.48,89.8,2.09,31.26,cutting_overload,fault
cnc,3.28,68.31,61.07,104.69,2.01,27.95,chatter,warning
cnc,1.63,93.22,65.36,94.05,2.18,33.53,cutting_overload,warning
cnc,0.78,45.27,37.44,75.73,2.01,29.07,none,running
cnc,1.84,47.23,59.05,88,2.06,34.87,coolant_failure,warning
cnc,2.47,36.87,36.99,57.44,1.93,29.05,spindle_misalignment,warning
cnc,0.83,42.48,40.27,79.01,2.21,27.84,none,running
cnc,0.96,60.72,67.17,91.21,1.95,43.35,coolant_failure,fault
cnc,1.7,91.46,60.62,79.35,2.12,35.45,spindle_misalignment,warning
cnc,4.29,61.65,62.11,96.2,2,29.42,spindle_misalignment,warning
cnc,2.68,39.69,39.67,93.25,2,26.19,chatter,warning
cnc,0.8,49.48,47.76,89.24,1.88,27.16,none,running
cnc,4.36,57.2,54.94,90.2,2.1,30.22,spindle_misalignment,warning
cnc,1.16,23.91,26.08,55,2.15,26.48,chatter,running
cnc,2.55,49.38,53.2,102.05,2.09,26.93,chatter,warning
cnc,2.19,79.31,73.44,81.15,2.06,33.93,cutting_overload,fault
cnc,3.42,58.6,59.82,86.96,2.03,24.84,spindle_misalignment,warning
cnc,2.33,44.4,30.99,58.73,2.01,27.65,spindle_misalignment,warning
cnc,5.6,65.57,56.19,99.3,2.01,27.18,spindle_misalignment,fault
cnc,3.19,53.3,48.19,98.95,2.19,27.43,chatter,warning
cnc,2.06,28.69,32.65,55,2.11,25.73,spindle_misalignment,warning
cnc,3.28,59.27,47.37,109.02,1.88,29.12,chatter,warning
cnc,2.39,54.7,55.5,110,1.9,28.1,chatter,warning
cnc,1.87,69.72,67.74,79.75,2,35.55,cutting_overload,warning
cnc,2.3,27.76,29.78,55,2.14,29.01,spindle_misalignment,warning
cnc,4.09,44.93,43.78,78.99,1.75,26.38,spindle_misalignment,warning
cnc,1.21,56.59,42.68,55,1.84,33.25,cutting_overload,running
cnc,4.81,64.95,51.87,90.84,2.01,28.83,spindle_misalignment,fault
cnc,3.02,53.25,45.63,77.24,1.8,27.44,spindle_misalignment,warning
cnc,1.62,57.79,46.92,64.08,2.01,35.55,cutting_overload,warning
cnc,1,50.58,42.9,84.6,1.9,29.35,none,running
cnc,2.54,48.93,48.86,79.32,1.9,29.68,chatter,warning
cnc,0.94,44.52,49.76,86.37,2.08,25.98,none,running
cnc,1,44.9,41.84,78.97,2.03,27.17,none,running
cnc,3.17,44.63,46.23,77.75,2.19,28.1,spindle_misalignment,warning
cnc,1.08,54.84,44,91.21,2.06,25.69,none,running
cnc,1.02,51.63,54.09,80.99,1.93,35.11,coolant_failure,warning
cnc,1.06,42.97,55.54,76.46,2.09,41.58,coolant_failure,fault
cnc,3.47,49.09,55.88,105.04,2.07,26.43,chatter,warning
cnc,1.13,25.74,26.54,55,1.88,27.48,chatter,running
cnc,0.94,51.36,46.43,89.99,1.92,27.35,none,running
cnc,2,87.77,56.25,77.79,1.92,33.2,cutting_overload,warning
cnc,2.77,46.9,40.94,87.6,2.09,24.74,chatter,warning
cnc,1.48,59.11,64.33,90.06,2.24,34.51,coolant_failure,warning
cnc,3.98,65.56,46.38,83.63,2.06,27.61,spindle_misalignment,warning
cnc,3.35,57.72,56.67,110,2.2,30.1,chatter,warning
cnc,1.64,40.29,34.45,65.34,1.97,26.26,chatter,running
cnc,1.4,80.77,68.36,83.11,1.82,35.16,cutting_overload,warning
cnc,3.12,53.86,47.83,92.04,2.1,30.06,chatter,warning
cnc,1.22,42.65,54.39,73.62,2.07,42.67,coolant_failure,fault
cnc,1,50.89,44.54,86.58,1.99,27.86,none,running
cnc,1.02,50.15,48.81,82.69,2.09,26.21,none,running
cnc,2.19,67.41,64.62,79.66,2.08,36.34,cutting_overload,warning
cnc,1.45,98.42,63.98,84.46,2.02,31.51,cutting_overload,warning
cnc,3.37,63.58,54.78,89.13,1.89,27.36,spindle_misalignment,warning
cnc,4.17,60.42,56.57,96.54,1.99,30.34,spindle_misalignment,warning
cnc,2.94,51.9,48.5,91.52,2.03,29.79,chatter,warning
cnc,3.58,58.61,51.58,76.9,1.92,28.23,spindle_misalignment,warning
cnc,1.65,25.58,24.35,55,2.17,26.65,spindle_misalignment,running
cnc,2.25,97.06,63.69,95.61,2.16,29.2,cutting_overload,warning
cnc,1.81,76.34,64.49,87.47,1.98,31.31,cutting_overload,warning
cnc,1.08,69.45,55.1,76.65,1.89,32.64,cutting_overload,running
cnc,2.4,80.71,73.42,88.25,1.92,32.93,cutting_overload,fault
cnc,0.74,27.16,27.63,55,1.9,40.32,coolant_failure,fault
cnc,0.87,34.69,40.2,55,1.81,46.54,coolant_failure,fault
cnc,2.3,86.43,78.31,94.17,1.85,32.22,coolant_failure,fault
cnc,1.38,59.05,64.12,85.6,2.06,35.8,coolant_failure,warning
cnc,2.28,75.07,72.96,86.65,2.08,31.27,cutting_overload,fault
cnc,1.9,80.57,65.67,92.41,2.04,35.75,cutting_overload,warning
cnc,3.66,53.38,59.32,105.11,1.98,26.01,chatter,warning
cnc,0.98,52.29,46.72,83.09,1.95,25.75,none,running
cnc,2.71,45.07,45.92,92.15,2.22,26.8,chatter,warning
cnc,2.8,62.27,60.57,108.38,2.05,29.26,chatter,warning
cnc,3.29,56.24,48.93,100.4,2.19,28.09,chatter,warning
cnc,2.09,64.32,65.11,73.91,2.02,31.95,cutting_overload,warning
cnc,3.07,51.74,45.54,76.98,1.8,29.98,spindle_misalignment,warning
cnc,2.48,80.32,74.17,96.93,2.25,33.47,cutting_overload,fault
cnc,2.03,33.85,31.3,60.29,2.02,26.55,chatter,warning
cnc,0.96,54.48,48.73,93.97,2.03,26.55,none,warning
cnc,2.38,85.9,73.64,86.38,2.07,28.82,cutting_overload,fault
cnc,1.5,45.87,55.78,72.2,2.11,42,coolant_failure,fault
cnc,1.13,38.18,42.45,55,1.99,42.78,coolant_failure,fault
cnc,1.13,44.94,50.18,76.26,2.14,34.47,coolant_failure,warning
cnc,1.78,82.08,74.56,96.14,2.08,35.47,cutting_overload,fault
cnc,2.39,40.81,47.45,95.57,1.85,30.22,chatter,warning
cnc,4.08,53.78,49.16,82.51,1.87,25.03,spindle_misalignment,warning
cnc,1.46,56.26,65.22,93.09,2.05,33.15,coolant_failure,warning
cnc,3.13,45.52,52,79.42,2.27,29.44,spindle_misalignment,warning
cnc,0.72,40.34,38.23,67.26,2,28.32,none,running
cnc,1.56,65.76,67.16,89.53,1.95,43.64,coolant_failure,fault
cnc,0.85,47.81,46.05,78,2.09,27,none,running
cnc,1.49,35.95,36.83,67.5,2.16,30.29,chatter,running
cnc,4.4,59.94,52.77,89.24,2.18,29.08,spindle_misalignment,warning
cnc,3.46,63.28,55.38,110,1.81,29.97,chatter,warning
cnc,3.77,54.48,58,82.97,2.04,28.69,spindle_misalignment,warning
cnc,2.36,60.76,49.02,106.64,2.05,27.03,chatter,warning
cnc,0.78,39.31,43.16,71.71,1.8,26.54,none,running
cnc,0.96,47.89,45.25,84.16,2.07,28.36,none,running
cnc,2.29,58.26,53.96,91.31,2.17,27.62,chatter,warning
cnc,1.35,28.96,33.43,56.87,2.09,26.86,chatter,running
cnc,1.32,48.25,54.17,81.29,2.11,40,none,warning
cnc,2.57,95.49,83.27,94.99,1.97,34.43,cutting_overload,fault
cnc,2.48,95.51,74.89,95.81,2.11,35.62,cutting_overload,fault
cnc,0.99,49.8,43.15,84.2,2.04,25.63,none,running
cnc,1.94,98.33,71.67,81.61,2.05,34.92,cutting_overload,fault
cnc,0.85,40.12,38.79,72.08,1.99,25.87,none,running
cnc,0.94,45.9,44.28,87.29,2,26.79,none,running
cnc,3.07,48.67,50.79,101.35,1.81,27.32,chatter,warning
cnc,4.05,62.66,58.83,85.11,2.07,28.28,spindle_misalignment,warning
cnc,4.66,54.56,54.97,83.82,1.92,29,spindle_misalignment,fault
cnc,0.59,26.59,26.15,55,2.08,28.47,none,running
cnc,0.88,44.35,43.94,83.76,2.07,27.04,none,running
cnc,0.99,49.37,44.87,86.06,2.15,27.3,none,running
cnc,1.9,32.9,28.26,55,1.95,29.1,spindle_misalignment,running
cnc,2.73,65.84,60.55,110,2.12,28.07,chatter,warning
cnc,2.47,58.33,48.77,96.84,2.01,29.84,chatter,warning
cnc,1.56,58.46,66.79,94.67,1.94,45.53,coolant_failure,fault
cnc,2.2,80.03,67.02,84.71,2.17,34.24,cutting_overload,warning
cnc,1.36,31.08,26.83,55,1.83,28.83,chatter,running
cnc,1.66,89.4,64.93,84.24,1.95,34.25,cutting_overload,warning
cnc,2.2,71.3,57.42,77.77,2.03,32.3,cutting_overload,warning
cnc,1.39,55.83,66.24,96.84,1.91,33.92,coolant_failure,warning
cnc,0.85,44.91,41.54,79.71,1.96,27.07,none,running
cnc,1.07,29.42,36.98,55,2.17,37.82,coolant_failure,warning
cnc,1.45,90.83,63.29,84.58,2.11,31.58,cutting_overload,warning
cnc,1.93,38.49,31.95,62.07,2.16,25.95,chatter,running
cnc,0.99,54.2,58.63,85.23,2.06,40.4,coolant_failure,fault
cnc,0.84,45.96,29.73,55,2.08,30.59,cutting_overload,running
cnc,2.04,66.95,51.98,104.59,2.18,27.92,chatter,warning
cnc,0.79,37.25,41.52,60.25,2.18,37.94,coolant_failure,warning
cnc,1.67,30,28.26,60.68,2.22,30.43,chatter,running
cnc,2.43,54.27,42.64,95.44,2.04,28.66,chatter,warning
cnc,0.8,42.55,45.6,83.28,1.91,28.16,none,running
cnc,4.03,59.06,57.38,85.1,1.84,32.11,spindle_misalignment,warning
cnc,2.63,55.62,49.66,91.95,1.94,27.92,chatter,warning
cnc,3.18,54.62,52.12,89.52,1.92,27.19,spindle_misalignment,warning
cnc,1.62,57.17,56.42,82.2,1.79,38.6,coolant_failure,warning
cnc,2.14,39.01,34.74,61.6,1.92,26.82,spindle_misalignment,warning
cnc,1.13,65.34,69.38,93.7,2.1,41.58,coolant_failure,fault
cnc,3.83,53.32,60.48,106.1,1.87,26.93,chatter,warning
cnc,2.99,55.61,47.44,92.54,2.14,27.81,chatter,warning
cnc,1.89,83.74,77.86,99.02,2.17,35.7,cutting_overload,fault
cnc,2.97,57.24,44.51,78.78,2.19,29.45,spindle_misalignment,warning
cnc,3.06,52.31,55.97,104.86,2.01,25.86,chatter,warning
cnc,0.82,45.81,47.5,82.87,1.88,27.49,none,running
cnc,2.1,97.03,68.49,92.05,1.87,36.48,cutting_overload,warning
cnc,0.93,37.94,38.57,71.02,1.9,26.64,none,running
cnc,3.18,56.14,52.83,109.74,1.87,26.43,chatter,warning
cnc,1.19,87.24,57.71,75.65,2.09,30.39,cutting_overload,warning
cnc,1.7,76.92,65.39,78.77,2.07,37.53,cutting_overload,warning
cnc,1.4,44.01,53.99,72.67,2.12,43.33,coolant_failure,fault
cnc,2.61,62.84,53.41,92.86,1.99,28.93,chatter,warning
cnc,3.47,64.4,53.43,91.3,2.09,27.33,spindle_misalignment,warning
cnc,1.45,45.31,47.48,77.34,1.89,39.21,coolant_failure,warning
cnc,2,41.26,45.28,86.59,2.05,27.9,chatter,running
cnc,2.95,52,47.14,80,2.06,30.79,spindle_misalignment,warning
cnc,0.79,44.37,39.78,69.45,1.97,27.35,none,running
cnc,0.87,37.58,39.29,55,1.91,41.67,coolant_failure,fault
cnc,0.87,38.73,39.71,73.5,2.05,27.7,none,running
cnc,3.46,56.95,52.95,110,2.05,29.77,chatter,warning
cnc,3.46,64.72,59.74,100.35,2.13,28.45,chatter,warning
cnc,1.02,32.43,38.42,55,1.85,41.24,coolant_failure,fault
cnc,2.43,49.84,42.66,82.8,2.02,28.17,chatter,warning
cnc,1.23,50.27,60.27,85.33,2.23,37.77,coolant_failure,warning
cnc,1.07,49.72,46.76,90.55,2.06,25.93,none,running
cnc,0.7,32.38,28.17,58.35,2.19,27.6,none,running
cnc,1.64,57.98,63.5,91.08,2.1,39.99,coolant_failure,warning
cnc,0.85,39.28,38.75,73.35,2.12,25.64,none,running
cnc,1.75,28.19,28.37,62.41,2.16,27.5,chatter,running
cnc,2.97,46.73,53.72,83.56,2.25,30.08,spindle_misalignment,warning
cnc,4.17,48.17,45.36,76.04,2.15,28.16,spindle_misalignment,warning
cnc,3.73,65.96,62.72,102.85,2.27,25.81,spindle_misalignment,warning
cnc,1.83,45.87,39.95,89.22,2.12,27.92,chatter,running
cnc,3.41,53.08,58.81,110,1.86,25.53,chatter,warning
cnc,2.9,43.27,32.43,61.68,1.97,25.4,spindle_misalignment,warning
cnc,2.07,48.66,42.95,98.06,1.98,26.63,chatter,warning
cnc,3.76,44.05,48.28,77.83,2.18,28.08,spindle_misalignment,warning
cnc,1.72,36,35.85,74.68,1.89,28.05,chatter,running
cnc,1.95,107.31,68.25,100.86,2.01,35.84,cutting_overload,warning
cnc,3.93,50.22,54.01,85,1.9,30.24,spindle_misalignment,warning
cnc,2.08,84.52,62.16,85.3,2.14,33.08,cutting_overload,warning
cnc,2.69,56.08,49.41,99.49,2.06,26.98,chatter,warning
cnc,3.86,61.19,63.97,92.18,1.82,25.62,spindle_misalignment,warning
cnc,1.31,48.9,49.27,77.71,1.98,37.91,none,warning
cnc,2.92,63.69,57.88,95.04,2,27.82,chatter,warning
cnc,0.82,44.86,39.15,74.32,1.84,28.28,none,running
cnc,1.86,34.92,33.67,65.42,2.1,28.67,chatter,running
cnc,2.31,84.11,67.4,80.76,2.16,38.66,cutting_overload,warning
cnc,3.54,59.79,52.27,93.11,2.13,26.32,spindle_misalignment,warning
cnc,1.25,47.8,50.29,79.67,2.03,39.44,coolant_failure,warning
cnc,2.33,51.05,43.25,90.31,1.97,27.36,chatter,warning
cnc,1.4,84.55,65.01,77.74,2.08,35.4,cutting_overload,warning
cnc,1.62,65.6,70.05,93.72,2,36.56,coolant_failure,fault
cnc,0.55,26.92,28.61,55,1.98,26.35,none,running
cnc,0.6,32.65,35.9,55,2.13,42.8,coolant_failure,fault
cnc,1.23,42.79,50.99,75.84,1.94,37.69,coolant_failure,warning
cnc,1.33,46.65,51.05,78.9,2.19,34.27,coolant_failure,warning
cnc,2.14,90.01,61.82,84.72,2,35.39,cutting_overload,warning
cnc,3.44,52.07,54.73,94.59,1.99,30.23,chatter,warning
cnc,1.21,49.74,60.23,75.1,2.09,41.64,coolant_failure,fault
cnc,3.91,51.6,42.22,76.73,2.22,26.68,spindle_misalignment,warning
cnc,3.43,67.84,52.15,86.57,2.07,30.81,spindle_misalignment,warning
cnc,3.42,43.99,41.83,74.96,1.88,30.67,spindle_misalignment,warning
cnc,0.94,27.44,29.97,55,1.98,32.91,coolant_failure,running
cnc,0.41,29.22,24.93,55,2,27.89,none,running
cnc,1.12,82.86,55.17,72.01,2.05,34.14,cutting_overload,warning
cnc,1.75,57.66,65.39,84.86,1.86,39.58,coolant_failure,warning
cnc,1.24,48.7,59.64,79.17,1.95,38.28,coolant_failure,warning
cnc,0.97,51.07,47.67,91.11,1.99,26.68,none,running
cnc,0.88,51.84,43.28,79.5,1.92,25.37,none,running
cnc,2.68,48.8,46.31,90.43,2.11,26.93,chatter,warning
cnc,2.48,88.95,71.09,89.69,2.14,33.15,cutting_overload,fault
cnc,4.2,54.09,50.24,82.55,1.8,29.77,spindle_misalignment,warning
cnc,1.38,56.65,58.48,94.57,1.9,37.47,coolant_failure,warning
cnc,1.44,74.71,62.31,79.45,2.1,36.81,cutting_overload,warning
cnc,0.83,50.07,43.55,86.07,2,26.33,none,running
cnc,4.48,56.15,45.91,92.26,1.98,30.62,spindle_misalignment,warning
cnc,4.7,51.58,45.41,76.23,2.1,25.89,spindle_misalignment,fault
cnc,1.32,32.12,25.15,55,2.18,29.3,chatter,running
cnc,1.51,49.41,50.91,82.37,2.14,40.85,coolant_failure,fault
cnc,1.75,42.58,49.57,80.36,2.11,28.17,chatter,running
cnc,2.31,66.72,54.08,105.29,2.02,29.58,chatter,warning
cnc,1.51,45.24,46.57,69.57,1.84,38.32,coolant_failure,warning
cnc,0.54,34.45,30.39,57.35,1.86,26.27,none,running
cnc,0.96,46.31,41.98,73.77,2.13,29.18,none,running
cnc,1.39,74.33,60.24,87.94,2,33.62,cutting_overload,warning
cnc,1.41,94.06,66.55,89.32,1.81,31.81,cutting_overload,warning
cnc,2.15,96.47,73.62,94.58,2.01,33.09,cutting_overload,fault
cnc,0.6,30.37,33.22,55,1.9,36.83,coolant_failure,warning
cnc,1.25,55,66.21,86.88,2.16,45.48,coolant_failure,fault
cnc,0.87,45.2,44.4,80.42,2.03,27.34,none,running
cnc,0.88,39.9,45.65,81.15,2.11,26.74,none,running
cnc,0.9,45.92,45.61,85.86,2.03,27.93,none,running
cnc,2.08,92.58,71.5,92.39,2.1,31.36,cutting_overload,fault
cnc,2.32,38.03,36.99,55.98,2.19,25.88,spindle_misalignment,warning
cnc,1.02,51.54,49.93,94.4,2.04,26.77,none,warning
cnc,1.05,41.47,42.34,74.75,2.12,27.75,none,running
cnc,1.4,51.27,44.59,55,2,35.32,cutting_overload,warning
cnc,1.52,77.79,59.75,79.73,1.94,31.52,cutting_overload,warning
cnc,1.14,61.19,62.66,91.41,2.03,46.73,coolant_failure,fault
cnc,4.53,60.09,60.14,92.44,2.11,28.68,spindle_misalignment,fault
cnc,2.67,54.94,50.96,90.97,2.01,28.83,chatter,warning
cnc,1.96,42.1,39.49,82.23,1.99,29.52,chatter,running
cnc,0.77,38.9,35.75,68.16,2.08,25.13,none,running
cnc,2.64,37.08,35.18,62.64,2.12,27.15,spindle_misalignment,warning
cnc,3.31,45.39,44.67,76.51,1.97,31.51,spindle_misalignment,warning
cnc,2.74,57.16,54.84,110,2.07,27.56,chatter,warning
cnc,1.12,47.05,45.57,85.24,1.84,27.67,none,running
cnc,2.19,78.6,65.79,93.26,2.21,33.24,cutting_overload,warning
cnc,1.82,32.72,30.6,63.7,2,29.55,chatter,running
cnc,1.41,38.4,32.73,63.88,2.04,27.75,chatter,running
cnc,0.78,48.67,42.16,75.07,2.01,26.48,none,running
cnc,1.29,27.98,25.41,55,1.98,24.82,chatter,running
cnc,4.53,54.36,49.19,91.04,2.24,27.34,spindle_misalignment,fault
cnc,3.42,54.66,41.52,80.79,2.04,28.33,spindle_misalignment,warning
cnc,0.75,40.83,37.47,69.34,2.14,25.95,none,running
cnc,0.99,34.66,37.61,56.58,1.98,39.85,coolant_failure,warning
cnc,0.96,49.65,45.74,87.08,1.93,25.32,none,running
cnc,1.39,58.65,58.05,89.47,1.98,42.03,coolant_failure,fault
cnc,1.02,63.36,42.64,62.3,2.02,29.6,cutting_overload,running
cnc,2.64,89.74,78.55,95.57,2.26,34.63,cutting_overload,fault
cnc,1.36,50.41,58.74,95.8,1.98,43.2,coolant_failure,fault
cnc,1.55,108.49,76.99,100.48,1.89,33.2,cutting_overload,fault
cnc,1.18,52.82,52.78,79.89,1.88,41.34,coolant_failure,fault
cnc,1.96,31.7,30.02,64.38,2.09,26.52,chatter,running
cnc,2.76,42.51,36.58,62.03,1.99,29.22,spindle_misalignment,warning
cnc,1.49,22.75,23.56,55,1.9,27.77,chatter,running
cnc,1.65,54.42,66.46,92.21,2.28,37.32,coolant_failure,warning
cnc,1,49.28,44.35,81.44,2.19,26.82,none,running
cnc,0.73,39.15,37.45,66.58,2.19,28.76,none,running
cnc,3.74,47.21,49.55,79.78,2.02,28.37,spindle_misalignment,warning
cnc,2.24,46.4,46.67,91.79,2.02,27.5,chatter,warning
cnc,3.12,50.23,46.5,100.23,1.9,27.96,chatter,warning
cnc,0.87,44.26,40.34,75.18,2.14,25.44,none,running
cnc,1.16,58.96,61.04,91.66,2.13,32.18,coolant_failure,warning
cnc,1.03,51.68,48.56,88.28,1.96,26.09,none,running
cnc,1.85,62.24,56.34,89.66,1.98,45.53,coolant_failure,fault
cnc,2.15,40.78,43.47,93.7,1.83,25.73,chatter,warning
cnc,0.97,49.07,46.25,82.91,2,28.49,none,running
cnc,1.5,53.39,61.81,86.66,1.97,42.56,coolant_failure,fault
cnc,2.21,52.12,50.27,104.77,2,27.82,chatter,warning
cnc,1.63,49.93,69.79,85.95,2.08,34.5,coolant_failure,warning
cnc,4.01,59.07,49.72,82.01,1.98,29.47,cutting_overload,warning
cnc,3.44,57.47,50.21,105.01,2.11,28.16,chatter,warning
cnc,2.62,46.85,43.32,99.09,2.04,27.48,chatter,warning
cnc,2.43,89.51,66.28,86.58,1.88,35.04,cutting_overload,warning
cnc,3.76,58.21,59.23,88.53,1.98,31.99,spindle_misalignment,warning
cnc,1.41,80.56,61.63,87.62,1.98,32.3,cutting_overload,warning
cnc,3.78,53.2,53.37,82.88,2.13,31.84,spindle_misalignment,warning
cnc,0.97,47.4,45.74,88.33,2.01,27.48,none,running
cnc,4.18,47.02,48.4,79.71,2.21,28.77,spindle_misalignment,warning
cnc,3.58,55.35,59.02,102.74,2.1,31.5,spindle_misalignment,warning
cnc,1.47,48.7,41.35,55.14,2.07,30.5,cutting_overload,running
cnc,3.58,55.66,55.63,91.86,2.01,26.33,spindle_misalignment,warning
cnc,2.07,87.81,68.58,86.06,2.17,31.77,cutting_overload,warning
cnc,2.66,70.41,54.35,109.88,2,29.65,chatter,warning
cnc,3.18,59.24,52.86,82.37,1.82,30.9,spindle_misalignment,warning
cnc,2.11,92.75,65.57,92.95,1.99,31.3,cutting_overload,warning
cnc,2.38,54.22,47.67,88.25,2.08,26.96,chatter,warning
cnc,0.89,46.36,43.67,82.32,1.85,25.57,none,running
cnc,0.98,52.94,45.95,86.65,1.98,27.25,none,running
cnc,1.13,50.88,50.95,81.98,1.95,37.12,coolant_failure,warning
cnc,0.85,40.82,38.33,70.51,2.24,28.09,none,running
cnc,1.9,95.93,73.29,87.77,1.87,32.04,cutting_overload,fault
cnc,0.86,38.68,34.19,67.08,1.93,27.82,none,running
cnc,4.74,53.73,51.81,93.19,1.94,29.75,spindle_misalignment,fault
cnc,4.51,69.27,57.14,88.45,2.2,29.49,spindle_misalignment,fault
cnc,0.96,56.95,49.09,84.68,2.21,28.65,none,running
cnc,1.01,47.79,44.66,85.78,2.06,27.85,none,running
cnc,0.86,52.32,48.32,88.1,2.04,28.27,none,running
cnc,0.99,45.58,50.44,72.63,1.89,37.93,coolant_failure,warning
cnc,0.85,48.94,45.13,80.14,2.15,27.37,none,running
cnc,1.38,85.15,59.74,78.08,2,31.53,cutting_overload,warning
cnc,2.4,34.23,33.97,55,2.14,27.1,spindle_misalignment,warning
cnc,2.66,56.97,51.02,109.1,1.87,28.46,chatter,warning
cnc,1.81,90.6,82.07,93.47,2.17,32.52,cutting_overload,fault
cnc,0.42,23.43,23.95,55,1.97,26.24,none,running
cnc,2.14,84.17,65.11,92.06,1.91,38.11,cutting_overload,warning
cnc,1.46,46.49,57.28,77.41,1.96,33.56,coolant_failure,running
cnc,3.16,56.7,55.79,101.91,1.97,28,chatter,warning
cnc,2.34,90.03,81,87.44,2.07,34.63,cutting_overload,fault
cnc,0.89,47.63,49.66,88.5,2.09,26.73,none,running
cnc,2.57,45.62,49.38,94.09,2.08,28.56,chatter,warning
cnc,2.64,48.46,50.14,71.81,2.08,28.25,spindle_misalignment,warning
cnc,0.75,52.16,44.32,77.38,2.06,26.43,none,running
cnc,1.29,83.84,71.86,84.66,1.93,30.22,cutting_overload,fault
cnc,1.13,53.94,47.89,88.05,2.23,25.82,none,running
cnc,0.82,40.2,38.83,74.67,2.02,27.09,none,running
cnc,2.15,33.67,28.95,55,2.22,26.57,spindle_misalignment,warning
cnc,0.86,43.48,43.9,70.08,1.99,26.67,none,running
cnc,0.53,22.71,22.05,55,2.16,27.66,none,running
cnc,2.21,56.63,44.97,99.44,1.97,25.92,chatter,warning
cnc,0.95,46.4,48.23,77.8,1.93,40.51,coolant_failure,fault
cnc,1.14,47.19,43.21,57.47,2.14,29.27,cutting_overload,running
cnc,5.47,64.12,57.5,91.52,2.1,26.87,spindle_misalignment,fault
cnc,4.03,54.1,47.24,75.07,2.16,30.99,spindle_misalignment,warning
cnc,0.9,42.05,32.57,55,1.9,33.38,cutting_overload,running
cnc,3.92,42.88,43.56,73.43,2.04,27.5,spindle_misalignment,warning
cnc,1.83,46.96,45.95,78.12,2.11,29.87,chatter,running
cnc,4.96,53.62,52.68,97.24,1.99,30.07,spindle_misalignment,fault
cnc,1.6,59.94,53.4,76.01,1.97,33.81,cutting_overload,running
cnc,0.84,44.53,37.56,73.93,1.99,25.35,none,running
cnc,3.71,55.95,60.67,94.33,1.93,30.03,spindle_misalignment,warning
cnc,2.68,56.02,50.15,98.09,1.95,28.8,chatter,warning
cnc,4.44,42.41,42.35,74.52,1.91,29.03,spindle_misalignment,warning
cnc,0.47,21.7,21.99,55,1.93,27.96,none,running
cnc,2.82,58.24,48.36,72.38,1.99,26.77,spindle_misalignment,warning
cnc,0.66,38.57,37.14,71.78,1.94,25.62,none,running
cnc,0.84,46.96,42.31,74.64,2.23,26.65,none,running
cnc,0.79,47.54,36.42,55,1.76,36.39,cutting_overload,warning
cnc,1.82,74.5,56.43,75.91,1.93,34.91,cutting_overload,warning
cnc,0.58,26.79,28.9,55,1.79,27.34,none,running
cnc,2.17,31.93,33.92,55.58,1.99,30.08,spindle_misalignment,warning
cnc,3.43,48.54,42.52,73.3,2.17,27.93,spindle_misalignment,warning
cnc,2.2,26.78,29.65,55,2.04,27.06,spindle_misalignment,warning
cnc,0.52,26.93,29.12,55,2.09,39.2,coolant_failure,warning
cnc,3.84,61.46,52.49,87,1.99,30.18,spindle_misalignment,warning
cnc,0.98,47.49,43,79.82,1.87,25.97,none,running
cnc,1.47,51.86,56.81,78.39,2.02,43.2,coolant_failure,fault
cnc,0.92,49.86,47.38,81.61,1.95,26.39,none,running
cnc,1.48,89.35,69.8,80.14,2,30.51,cutting_overload,warning
cnc,2.72,51.98,56.6,94.35,2.21,29.21,chatter,warning
cnc,0.48,24.83,28,55,2.02,37.34,coolant_failure,warning
cnc,0.94,49.83,46.2,84.84,1.95,27.08,none,running
cnc,1.49,93.25,68.01,95.53,2.01,34.14,cutting_overload,warning
cnc,2.53,44.64,45.59,86.74,1.97,28.18,chatter,warning
cnc,0.84,40.09,36.54,72.32,1.92,28.03,none,running
cnc,1.46,77.74,59.2,83.05,2.14,31.58,cutting_overload,warning
cnc,1.06,45.49,58.94,70.51,2.06,41.87,coolant_failure,fault
cnc,2.21,50.64,56.34,110,1.91,27.58,chatter,warning
cnc,2.05,33.3,25.92,55,1.98,27.17,spindle_misalignment,warning
cnc,1.11,31.82,36.48,55,2.09,35.58,coolant_failure,warning
cnc,1.17,70.79,57.57,79.74,1.91,31.29,cutting_overload,running
cnc,3.18,54.51,53.28,79.08,1.91,26.95,spindle_misalignment,warning
cnc,0.82,50.72,43.08,80.14,1.91,27.29,none,running
cnc,1.51,28.98,26.92,55,2.1,31.03,chatter,running
cnc,0.82,63.49,37.28,55,1.93,32.49,cutting_overload,running
cnc,2.54,98.61,67.84,90.96,2.04,31.2,cutting_overload,warning
cnc,1.05,39.56,33.95,55,2.21,32.02,cutting_overload,running
cnc,1.99,77.58,66.52,80.62,1.88,35.72,cutting_overload,warning
cnc,0.86,42.05,40.99,71.75,2.03,26.34,none,running
cnc,2.03,93.49,65.1,95.39,2.15,30.2,cutting_overload,warning
cnc,2.8,49.65,47.69,94.41,2.11,27.22,chatter,warning
cnc,3.5,62.62,57.92,92.87,2.18,28.44,spindle_misalignment,warning
cnc,3.64,65.98,52.68,100.6,1.94,27.54,spindle_misalignment,warning
cnc,0.9,30.17,27.33,55,2.22,40.67,coolant_failure,fault
